PhraseNo,Phrase,IsHateSpeech
1470,ඇතුලට ගියා වගේ නෙමේ එලියට එන්න ගිහාම,NO
1471,නින්දිත නූගත් අසික්ශිත මහජනතාවක් ඉන්න තාක් මේව ගෙනාපු විදිහට රැදෙන්නේ ණැ.තව මාසයක් බලන්න මහජනයට බාරදිලා අඩුම තරමින් මේ හයිකරා තියෙන ෆෑන් ටිකවත්තියේද කියල.සක්කිලි වගේ ශීට් වල බලි අදි.අඇගිලිවල අමාරුව අඇරගන්න ශීට් කොනිත්තයි පහුරුගාවි.මගේ 🔋 ලෝ කිය කිය මරාගනි.රටකජු පොතු.ටිශුකෑලි.සිගරට් කොටන් එහෙම මාසයක් අඇතුලත පිරි ඉතිරියයි.අපේ රටේ අයට මොනා බාර දුන්නත් විනාසයක් මිසයි පැවත්මක් නැ,YES
1472,CCTV දැම්මොත් මිසක් ඕක නම් බේරගන්න හම්බෙන්නෑ. ඔය ට්‍රේන් එකත් එක්ක අලුත් තනතුරක් හදන්න වෙනවා දුම්රිය මැදිරි සම්පත් ආරක්ෂක කියලා. උගේ ජොබ් එක වෙන්න ඕනේ CCTV එකෙන් බලං ඉදල අපතයින්ව අල්ලන එක. හැම මාසෙම ඉන්ස්පෙක්ෂන් ඇවිල්ලා බලපුවාම අලාභ හානි වෙලා තිබුනොත් ඒ ගාන උගේ පඩියෙන් කපන්න ඕනේ.,YES
1473,මොන මගුල ගෙනාවත් අපේ සක්කිලි මී හරක් වනසයි සතියේන් රට කජු පොතු හුණු කොල කැලි හැම ජහ ජරාවක්ම ඉද ගෙන ඉන්න තැන අතාරින අහිකුණ්ඨක ජාතියක්..,YES
1474,ඉස්සල්ලාම ටීවී ටිකට ෂොට් එක දෙනවා ඊට පස්සේ ෆෑන් ටිකට ඊටත් පස්සේ USB පෝට් ටික කඩනවා වැඩක් නැති උනත් ගලවන් හරි යනවා අන්තිමට ඉතිම් සීට් ටික ඉරලා ටොයිලට් ටික නසරානි කරලා දායි.,YES
1475,ඕවා කොළඹට විතරක්ද..රටේ හැමේ තැනකටම දෙනවද?..අපේ කාලකණ්ණි හැත්ත සතියෙන් ඕවා ඉවර කරලා දායි..හැදියාවක් නැති එවුන්..කලා බීලා පුළුවන් නම් හුජ්ජත් කරලා බඩුත් ගහලා එයි...මිනිස්සුන්ගේ මනස දිවුණු වෙන්නේ නැතුව රටවල් දිවුණු කරන්න බෑ..,YES
1476,එක මාසයක් හොදට පාවිච්චි කරයිද දන්නෙ නෑ පෑන් ඉරි ගහල ශීට් හාරල කාපු බීපුවා හැමතැනම දාගෙන වනසාවී ලක් වැසියෝ,YES
1477,"මෙිරටෙි ඉන්න ඒවුන්ට මෙිවා හරියන්නේ නැහැ.ඔය ටික සත්යෙන් සුද්ද කරයි .සිට් වල ලවි හැලි ලියයි,,හුණු සිටිවල උලයි...පසුපෙල යන ජොඩු කිම ආශාවන් සපුරාගෙන ඹය දාලා තියෙන කර්ටන් වලින් කැරි ටික ප්හ්දායි",YES
1478,Ape sakkiliyo meka hariyete pavichchi karanna .Apeme minissu hadanna ona rata hadanna.,YES
1479,Ape rata hada ganada beri sakkili tikk innawa ow ow ubalata kiyanne.. Ubala nisa me 1k nemei 1000k genawath me rata hadanda ba..,YES
1480,Ani pai kateyata denna Ko love msg leyanna hodama set teka. Toilet eka pura bulath kala kela,YES
1481,ඔය ඔක්කොම පහසුකම් මාසයයි.භාගයක් ලංකාවේ ඉන්න කාලකණ්ණි මගියො විනාස කරනවා.ඉතුරු ටික ඉතින් ඕවගෙ අඩු පාඩු බලන්නෙ නැතුව CGR එකේ වැඩ කරන උන් ටික විනාස කරනවා.යන උන් CGR එකට බනිනවා කැඩුනම හදන්නෙ නෑ කියලා CGR එකේ උන් යන උන්ට බනිනවා තියෙන ඒවා කඩනවා කියලා .හරි සරලයි.මොකද මේක ලංකාව,YES
1482,ඔය ලස්සන දැන් බලා ගත්තොත් පමනයි ....මායක් යන්න කලින් ආහු සැරයක් බැලුවොත් බලාගන්න පුලුවන් ඔය තිබිච්ච ලස්සන තියෙයිද කියලා...,NO
1483,මේකෙ කමෙන්ට් දැක්කාම හිතාගන්න පුළුවන් කොච්චර මිනිස්සු ලංකාවේ ගැන කලකිරිලද ඉන්නෙ කියලා .උබලා සාදාරනයි බං.ලංකාව කියන්නෙ කවදාවත් ගොඩ යන රටක් නෙමෙ.කාලකණ්ණි හුත්තිගෙ පුතාලගෙන් පිරිච්චි රටක්.කවදාවත් ගොඩ යෑමක් නෑ.දුකයි ඇත්තටම වෙන රටවල් එක්ක බලනකොට.ඉන්දියාවෙ උන් පාරෙ රෙන්නෙ කියලා අපේ උන් හැමනෙන්න හදනකොට උන් උන්ගෙ රටෙ හදපු දේවල් අපිට එවනවා.ලංකාව හදන්න පුළුවන් රටක් නෙමෙ .,YES
1484,පුළුවන් තරම් පව් කරපල්ලා.කරුමෙටවත් පිං කරලා ..පිංකෙත හෙල.රං දෙරනේ ඉපදුනොත් එහෙම හුකලා හමාරයි,YES
1485,ankawe kalakanni ekka oka adugane awruddakwat oya widiyatama thibboth hodai,YES
1486,දෙමළ මුස්ලිම් මිනිස්සු ඉන්න පැත්තට ධාවනයට දැම්මොත් මේක ගැන තියන ආසාව අත්ඇරගනිල්ලා,YES
1487,Monawa genawath ape kalakanni minissu masen deken kanawa.,YES
1488,Mewa kala dai dawasata dekata kohaka gon hathikarayakne rate inne,YES
1489,Mewa hodata pavichchi kerapiyau moda haththa lankawe nama katha kerane moda harakta wadiyan,YES
1490,මාසයක් හොදට තියේවි ....ඊට පස්සෙ කඩලා බිදලා දමවී...කාලකන්නි ඉන්න රටක් ලන්කාව කියන්නෙ .,YES
1491,oyatrein eka ape minissu anthimata kakkussiyak karanawa eka suwar,YES
1492,Ape minissu mewath winasa krai kisima hediyawak na ne,YES
1493,Lankawe un kapu beepu ewa ethanama rena unt a mewa hariyaida,YES
1494,Radda thama owa gana unta gahanna ona,YES
1495,"kuhaka jathiyata kawadawath hoda de denna ba,un wenasa karala danawa owa,",YES
1496,මාසෙන් ඉවරයි.විනාශ කරල දාවී අපේ හැත්ත.,YES
